"groupping","Time.ms","mean_accuracy","ci.high","ci.low"
"> 26.5 Months",233,0.498484848484848,0.00151515151515152,0.00303030303030305
"> 26.5 Months",267,0.498484848484848,0.00151515151515152,0.00303030303030305
"> 26.5 Months",300,0.498484848484848,0.00151515151515152,0.00303030303030305
"> 26.5 Months",333,0.498484848484848,0.00151515151515152,0.00303030303030305
"> 26.5 Months",367,0.498484848484848,0.00151515151515152,0.00303030303030305
"> 26.5 Months",400,0.497306397306397,0.00639730639730646,0.00791245791245793
"> 26.5 Months",433,0.497306397306397,0.00673400673400676,0.00791245791245793
"> 26.5 Months",467,0.494781144781145,0.00925925925925924,0.012962962962963
"> 26.5 Months",500,0.49186050986051,0.0102558922558923,0.0127836219336219
"> 26.5 Months",533,0.491804954304954,0.00912127224627229,0.0135610569985571
"> 26.5 Months",567,0.492036435786436,0.0100592983405484,0.0144584235209234
"> 26.5 Months",600,0.498535247432306,0.00576330532212888,0.00600490196078429
"> 26.5 Months",633,0.495956355972341,0.00868795881879331,0.00966317964383823
"> 26.5 Months",667,0.496707396397294,0.010215514433705,0.0104675908242085
"> 26.5 Months",700,0.505683898481381,0.0138014354066984,0.0128521383745926
"> 26.5 Months",733,0.513521478609066,0.0160966995355705,0.0146305299731087
"> 26.5 Months",767,0.517356747483683,0.0177646505970809,0.0170599116999273
"> 26.5 Months",800,0.521472865651365,0.0167219724156843,0.0173405812690802
"> 26.5 Months",833,0.534410169915042,0.0245867149758455,0.0233375187406297
"> 26.5 Months",867,0.54142387470286,0.0322130252664672,0.0270414342266698
"> 26.5 Months",900,0.554530561379879,0.0308999991704236,0.0293428316801353
"> 26.5 Months",933,0.567296126838966,0.0423670384271406,0.0372453483808983
"> 26.5 Months",967,0.577424420855206,0.0497764238837969,0.0419655228453105
"> 26.5 Months",1000,0.592788948760816,0.0472209277650454,0.0433870008933948
"> 26.5 Months",1033,0.605592027322403,0.0437151751528814,0.0395670681024071
"> 26.5 Months",1067,0.624470837504626,0.0450680136740574,0.0416495382210125
"> 26.5 Months",1100,0.632940782763101,0.0464645363622682,0.0402009176517186
"> 26.5 Months",1133,0.651322784845721,0.0424917104018634,0.037575634562197
"> 26.5 Months",1167,0.652982155927808,0.0407184505785765,0.0393535010258407
"> 26.5 Months",1200,0.688432072723468,0.0345368375626663,0.0354628487499871
"> 26.5 Months",1233,0.697671451355662,0.0324454064454065,0.0324140812890813
"> 26.5 Months",1267,0.696009752986129,0.0312331829462247,0.0338342956175605
"> 26.5 Months",1300,0.702524082384763,0.0341579056908005,0.0330546931139037
"> 26.5 Months",1333,0.71482007793602,0.033829016528292,0.0334276787709281
"> 26.5 Months",1367,0.729256591361855,0.0361905012628696,0.0364071160321161
"> 26.5 Months",1400,0.725699011204351,0.0440980013485258,0.0496306528404642
"> 26.5 Months",1433,0.734817396587794,0.0435566146059789,0.0476362803953128
"> 26.5 Months",1467,0.734317667670071,0.0464908946888353,0.047616372035351
"> 26.5 Months",1500,0.733389668748465,0.0521821447164209,0.048658216783217
"> 26.5 Months",1533,0.741957327350915,0.0453717756922405,0.0493445800177323
"> 26.5 Months",1567,0.745084345205156,0.0491607611094502,0.0487244256005108
"> 26.5 Months",1600,0.740919878942493,0.053533499633471,0.0577094082235672
"> 26.5 Months",1633,0.745854422313502,0.0557414399444451,0.06063153064256
"> 26.5 Months",1667,0.737692754864077,0.0618592074025234,0.0624562086839666
"> 26.5 Months",1700,0.741230160424354,0.0628368138947477,0.0694897911306075
"> 26.5 Months",1733,0.743475206137745,0.0641502301877689,0.0675660992201239
"> 26.5 Months",1767,0.735986652236652,0.0615750811688311,0.0661943091630592
"> 26.5 Months",1800,0.747364523238763,0.0658970374565708,0.0646784748382112
"> 26.5 Months",1833,0.74522211519654,0.0603778500201134,0.0637899710938393
"> 26.5 Months",1867,0.753790258360605,0.0605312104215038,0.0665162101702433
"> 26.5 Months",1900,0.754283309283309,0.0585135882635882,0.06200958994709
"> 26.5 Months",1933,0.75644348805866,0.0634883932492628,0.0654323355346218
"> 26.5 Months",1967,0.755975323409534,0.0641473791802739,0.0636437337029442
"> 26.5 Months",2000,0.752986769459882,0.0573452324198176,0.0577007362155388
"> 26.5 Months",2033,0.754941941791521,0.06230413608131,0.0639458038357932
"> 26.5 Months",2067,0.754030560720136,0.0594856063610066,0.0662414503907209
"> 26.5 Months",2100,0.75972749969553,0.0598863347271275,0.0630121085873963
"> 26.5 Months",NA,NA,67.704165594952,58.6494091150076
"Adults",0,0.5,0,0
"Adults",33,0.5,0,0
"Adults",67,0.503475401912902,0.00360576923076927,0.00347540191290185
"Adults",100,0.508066875254375,0.0101354230260481,0.00580993080993075
"Adults",133,0.511332417582418,0.013392857142857,0.0113324175824175
"Adults",167,0.516537848725349,0.0156168868746993,0.0136969396344396
"Adults",200,0.521631563886999,0.0209467265071887,0.0154795840733341
"Adults",233,0.533194672710802,0.0318433134965392,0.0225339867905392
"Adults",267,0.541405139055459,0.0319354402318113,0.0272025480575498
"Adults",300,0.548668522735544,0.0390334474062312,0.0295919416070792
"Adults",333,0.561369778646226,0.0407027979202433,0.035015237200671
"Adults",367,0.571293572680991,0.0428501625799583,0.033293185895223
"Adults",400,0.58741547880117,0.0381125674166559,0.0393023183520042
"Adults",433,0.601973685078878,0.0463028093023603,0.0424279731519271
"Adults",467,0.619104252076805,0.0521212835235322,0.0438323861006654
"Adults",500,0.630888020627441,0.0510197762391744,0.0496635816159735
"Adults",533,0.64834504561774,0.0553806404840472,0.0552508410511228
"Adults",567,0.667155779127989,0.0586846189751982,0.0590288336896115
"Adults",600,0.683588562406127,0.0614727430489597,0.0623075411144098
"Adults",633,0.704240389119559,0.0600014433258877,0.0655680482241819
"Adults",667,0.728231349575993,0.0670059615743032,0.0623408336975891
"Adults",700,0.750607751563296,0.0623231676003265,0.0651865568501243
"Adults",733,0.765115799249778,0.068764288884708,0.0692252387504305
"Adults",767,0.78638072721615,0.0631916273685661,0.0667546939542227
"Adults",800,0.804258480074274,0.0594686034982599,0.0600703404440358
"Adults",833,0.806165758344409,0.0608563529751318,0.0630950738484486
"Adults",867,0.819431134350749,0.0555061148146072,0.0621559962138045
"Adults",900,0.822403761926843,0.0572058111202299,0.0654165216073956
"Adults",933,0.822513198227534,0.0564860179787139,0.0624790574527803
"Adults",967,0.830307787929521,0.0542085536815122,0.0627557366767336
"Adults",1000,0.833368273688384,0.0561780520196486,0.0614236861048055
"Adults",1033,0.837822226798708,0.0520669396330524,0.0633113829020434
"Adults",1067,0.845636500985329,0.0547620672236795,0.0596947343393174
"Adults",1100,0.854665151416546,0.0544946872561602,0.0628241285834306
"Adults",1133,0.864220972550394,0.0573767369045288,0.0647436629410972
"Adults",1167,0.867153642144476,0.0611145362690048,0.0575894119675424
"Adults",1200,0.868159769865569,0.0574933215773138,0.0635640318979062
"Adults",1233,0.868454836281936,0.0654127995226177,0.0675710473056482
"Adults",1267,0.870048346843093,0.0596350932264261,0.0659576086565384
"Adults",1300,0.860828664640626,0.0596424069447372,0.0685081399807288
"Adults",1333,0.854104726648964,0.0631832288331481,0.0624760996446355
"Adults",1367,0.85170183398054,0.061095025504749,0.0666489192079226
"Adults",1400,0.846011758836926,0.0594221693175307,0.0683125789861235
"Adults",1433,0.839400971706398,0.0559437711794279,0.0614777750948474
"Adults",1467,0.830638575745953,0.0589122302103195,0.0662664898784712
"Adults",1500,0.822188254602891,0.0631695473980699,0.0672220651657653
"Adults",1533,0.813865528003461,0.0663335774936574,0.0712027903806259
"Adults",1567,0.803645563532396,0.0778569585745578,0.0676564078983883
"Adults",1600,0.79465418163146,0.066398233640487,0.0687627963319039
"Adults",1633,0.788954402111013,0.0733292857128286,0.0703757022798432
"Adults",1667,0.78132373117118,0.0706838010505716,0.0728387422065464
"Adults",1700,0.776912352137357,0.0705918715478733,0.0769880179029482
"Adults",1733,0.77368299938492,0.0775460619577173,0.0750525195366286
"Adults",1767,0.769296292638157,0.0807479111076902,0.0726517014848777
"Adults",1800,0.764425627403806,0.0710505195634505,0.0783256219355357
"Adults",1833,0.760160397069473,0.0822570690717269,0.0801461940194836
"Adults",1867,0.756918728315854,0.0824184345384309,0.0818642543295185
"Adults",1900,0.751684257233353,0.081223174505668,0.0816594119985138
"Adults",1933,0.750885603629274,0.0877642387865181,0.0776357621572668
"Adults",1967,0.749148852351749,0.0852795817581481,0.0758926643775352
"Adults",2000,0.742362903594865,0.0831200135245657,0.0866820821668152
"Adults",2033,0.745604982813426,0.0872694415729319,0.086846824426568
"Adults",2067,0.744758668674003,0.0818692433177949,0.0851288043520758
"Adults",2100,0.744502950286721,0.0865618801351538,0.0811744136706334
"Adults",NA,NA,NA,NA
